119045,1.0
112223,0.04
103924,0.99
105922,0.0
103297,0.46
115525,0.0
116409,0.01
109427,0.02
118590,0.0
107075,0.01
101173,0.07
127419,0.99
109575,0.9
115834,0.0
119963,0.05
107449,0.0
115767,0.99
114678,0.01
104384,0.01
113998,0.01
115060,0.99
106141,0.99
102113,0.07
103723,0.06
100400,0.6
106597,0.0
105299,0.03
103740,0.01
127312,1.0
100564,0.03
107811,0.01
100646,0.0
109852,0.0
118666,0.01
112180,0.0
100787,0.1
107726,0.02
113851,1.0
115282,0.0
105654,0.0
100405,1.0
123181,0.63
106100,0.01
116407,0.04
110213,0.0
116010,0.05
138635,1.0
109241,0.01
111864,0.01
116431,0.1
110559,0.02
105027,0.0
101272,0.09
113568,0.01
112855,0.12
109599,0.01
102397,0.01
119115,0.0
134126,0.01
121900,0.97
102998,0.01
103805,1.0
100365,0.61
108576,0.01
114361,0.98
113694,0.62
102301,0.0
121406,0.97
145105,0.0
106890,0.99
117431,0.07
101534,0.02
110456,0.0
104576,0.13
117933,0.68
117781,0.33
119721,0.03
100230,0.01
117030,0.14
112360,0.03
124246,0.7
117804,0.6
109658,0.13
107490,0.96
110555,0.0
133022,0.01
109383,0.0
144357,0.06
104120,0.09
136286,0.03
112200,0.91
123320,0.88
114160,0.16
119725,0.94
106053,0.85
116666,0.0
106422,0.0
107889,0.0
117622,0.0
108058,0.11
