119045,0.75
112223,0.67
103924,0.73
105922,0.61
103297,0.73
115525,0.63
116409,0.69
109427,0.75
118590,0.68
107075,0.67
101173,0.63
127419,0.69
109575,0.74
115834,0.56
119963,0.65
107449,0.52
115767,0.7
114678,0.68
104384,0.55
113998,0.59
115060,0.54
106141,0.75
102113,0.69
103723,0.62
100400,0.75
106597,0.63
105299,0.62
103740,0.6
127312,0.56
100564,0.63
107811,0.69
100646,0.58
109852,0.61
118666,0.5
112180,0.65
100787,0.68
107726,0.68
113851,0.7
115282,0.64
105654,0.58
100405,0.7
123181,0.64
106100,0.68
116407,0.61
110213,0.58
116010,0.53
138635,0.72
109241,0.67
111864,0.49
116431,0.65
110559,0.52
105027,0.66
101272,0.69
113568,0.53
112855,0.74
109599,0.63
102397,0.49
119115,0.65
134126,0.61
121900,0.56
102998,0.68
103805,0.74
100365,0.73
108576,0.55
114361,0.68
113694,0.76
102301,0.64
121406,0.64
145105,0.61
106890,0.54
117431,0.68
101534,0.58
110456,0.63
104576,0.63
117933,0.7
117781,0.54
119721,0.66
100230,0.61
117030,0.53
112360,0.54
124246,0.77
117804,0.73
109658,0.74
107490,0.6
110555,0.6
133022,0.65
109383,0.64
144357,0.62
104120,0.76
136286,0.55
112200,0.75
123320,0.67
114160,0.67
119725,0.56
106053,0.52
116666,0.63
106422,0.67
107889,0.61
117622,0.71
108058,0.57
