119045,0.73
112223,0.67
103924,0.71
105922,0.61
103297,0.71
115525,0.62
116409,0.66
109427,0.69
118590,0.68
107075,0.67
101173,0.61
127419,0.65
109575,0.73
115834,0.54
119963,0.67
107449,0.53
115767,0.68
114678,0.65
104384,0.55
113998,0.57
115060,0.54
106141,0.72
102113,0.67
103723,0.62
100400,0.72
106597,0.62
105299,0.64
103740,0.6
127312,0.56
100564,0.62
107811,0.69
100646,0.56
109852,0.61
118666,0.51
112180,0.64
100787,0.66
107726,0.66
113851,0.7
115282,0.65
105654,0.56
100405,0.68
123181,0.65
106100,0.69
116407,0.64
110213,0.61
116010,0.52
138635,0.71
109241,0.68
111864,0.51
116431,0.65
110559,0.52
105027,0.65
101272,0.65
113568,0.56
112855,0.7
109599,0.63
102397,0.52
119115,0.66
134126,0.59
121900,0.57
102998,0.67
103805,0.72
100365,0.71
108576,0.59
114361,0.69
113694,0.73
102301,0.62
121406,0.69
145105,0.61
106890,0.53
117431,0.65
101534,0.59
110456,0.63
104576,0.62
117933,0.69
117781,0.58
119721,0.68
100230,0.61
117030,0.56
112360,0.57
124246,0.74
117804,0.72
109658,0.69
107490,0.57
110555,0.58
133022,0.65
109383,0.64
144357,0.63
104120,0.73
136286,0.57
112200,0.73
123320,0.64
114160,0.65
119725,0.54
106053,0.5
116666,0.61
106422,0.66
107889,0.62
117622,0.7
108058,0.55
